微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IAv6F4OyX,#今日天气# 早安，泰州！今天阴到多云，部分地区有小雨。偏北风5到6级，阵风7级。今天最高气温：14℃，明晨最低气温：6℃。  原图 ,,http://wx4.sinaimg.cn/large/be780da6ly1gd85a2eg2qj2092066mx5.jpg,无,无,2020-03-27 07:42,nova6 5G自拍大不一样,0,0,0
IAqX43o5d,#悟在泰州# 人生一张白纸，人们尽力画圈，圈大空白就大，圈线才是所得。晚安！  原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gd7dobrtilj207o0550u5.jpg,无,无,2020-03-26 21:08,微博 weibo.com,4,0,2
IApWY4mRh,#微观民生#【黄桥“岗位扶贫”兜底低收入户】近日，泰兴市黄桥镇低收入户张桂芳在该镇杨春村褚扬中药基地得到了一份工作，她越干越起劲，每个月1000多元的收入，解决了她和老伴的生活之忧。目前，该中药基地有一半工人来自低收入家庭。在拿出一部分岗位扶持低收入户的同时，基地还鼓励和指导低收入户在自家农田种植中药，并统一收购，带动大家一起致富。春节以来，部分低收入农户因疫情影响，生产生活有了一定困难。泰兴市黄桥镇有针对性地开展扶贫工作，对所有低收入农户加强防贫返贫监测，排查出93户作为防贫、返贫重点监测对象。 ,,无,无,无,2020-03-26 18:35,微博 weibo.com,1,0,0
IApEi3MHo,#微观民生#【畅通毕业生就业渠道】新冠肺炎疫情导致高校今年开学时间一再推迟，对于正在找工作的准毕业生来说，无疑是一场意料之外的考验。为帮助高校毕业生求职择业，近一段时间，我市各大高校携手用人单位搭建线上平台，通过“云面试”“云指导”“云宣讲”多样且便利的形式，畅通毕业生就业渠道。  ,,无,无,无,2020-03-26 17:49,微博 weibo.com,1,0,1
IApnf4Kbm,#微观民生#【“泰州知道” 微信公众号开通】寻探理论新知，同求思想之道。3月24日，泰州市社科联主办的“泰州知道”微信公众号正式开通。“泰州知道”微信公众号以“立时代潮头、通古今变化、发思想先声”为追求，构建一个普及党的创新理论、传播人文科学精神、宣传推介城市文化、建言献策广开言路的平台，重点聚焦泰州城市发展、历史人文、社科名人等推送系列内容，与热点面对面，同百姓心贴心，推进马克思主义中国化最新成果“飞入寻常百姓家”。 ,,无,无,无,2020-03-26 17:07,微博 weibo.com,0,0,0
IAp5N1a8D,#微观民生#【泰兴“顶格”减免 企业社会保险费】近日，泰兴市政府决定，通过免、减、缓三措并举，按照规定的最长期限，“顶格”阶段性减免企业社会保险费，帮助企业渡过疫情所遇到的难关。 根据相关规定，该市按照减免最长期限，免征中小微企业2020年2月份至6月份共计5个月的养老、失业、工伤三项社会保险的单位缴费，免征按单位参保的个体工商户三项社会保险的雇主缴费（不含应由个人缴费部分）；减半征收大型企业和因疫情影响遇到困难的民办非企业单位、社会团体等其他参保单位2020年2月份至4月份共计3个月的三项社会保险单位缴费。 ,,无,无,无,2020-03-26 16:24,微博 weibo.com,0,0,0
IAoMInJtH,#游遍泰州#【美丽乡村演绎“诗和远方”】 春光正好。随着疫情防控形势的变化，乡村旅游日渐升温，泰兴市黄桥镇祁巷村、兴化市陈堡镇唐庄村、靖江市马桥镇徐周村、姜堰区桥头镇小杨村、高港区白马镇陈家村等我市各地的美丽乡村正带着内涵和颜值，演绎“诗和远方”。  [组图共5张] 原图 ,,"http://ww4.sinaimg.cn/large/be780da6gy1gd76nqqxw3j20b406hmzr.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gd76nqqhm7j20b406uq5f.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gd76nqxbi8j20b406o77j.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gd76nqy4udj20b407eq61.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gd76nqsln3j20b406f0vp.jpg",无,无,2020-03-26 15:37,微博 weibo.com,3,1,2
IAotDhCr6,#微观民生#【泰州“三朵金花”开在昆山“疫”线】 随着境外疫情扩散蔓延，防控疫情输入成为当前工作的重中之重。有3位泰州女孩，主动请缨来到昆山“疫”线，成为我市境外疫情输入防线前沿的“三朵金花”。 根据省、市涉外疫情防控工作要求和统一部署，我市先后抽调40多名公安、卫生、交通、外事等多部门精干力量进驻昆山，关口前移、精准防控，统筹协调经上海机场口岸入境来泰人员的接转工作。 原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gd75mjt7h5j20b40b4adt.jpg,无,无,2020-03-26 14:50,微博 weibo.com,7,0,0
IAoa9igyA,#微观民生#【项目投资额由1亿欧元增至3亿欧元】“布鲁洛（音译）先生嘱咐我，一定要代表他对你们真诚地说声谢谢，感谢你们迅速周到的服务。他期盼着企业在泰州落地生根……”近日，江苏某科技发展有限公司工作人员刘女士来到市政务服务中心服务大厅，从市场监管窗口工作人员手中接过公司营业执照，连声道谢。因为市场监管窗口疫情期间“上门服务”，意大利籍投资人布鲁洛很是感动，将项目投资额由1亿欧元增至3亿欧元。 ,,无,无,无,2020-03-26 14:02,微博 weibo.com,14,2,4
IAo0Oo8ew,#权威发布# 昨天下午，市长朱立凡带领相关部门负责人赴高港区，专题调研涉外疫情防控和学校开学准备工作。他强调，严防境外输入是当前疫情防控最为迫切的任务，对于实现疫情防控全面胜利具有决定性意义，全市上下必须一手抓好涉外疫情防控，一手抓好开学前的各项准备工作，切实做到两手抓、两不误、两促进，全力以赴打赢疫情防控阻击战。 ,,无,无,无,2020-03-26 13:39,微博 weibo.com,0,0,0
IAnGwf4pm,#微观民生#【泰兴五保老人逝世后捐献遗体用于医学研究】3月24日，我市本年度首例遗体捐献活动在泰兴市中医院举行。当日清晨，泰兴市根思乡五保老人侯金华因病辞世，根据老人生前遗愿，其遗体将捐献给南京医科大学康达学院，用于医学研究。  ,,无,无,无,2020-03-26 12:49,微博 weibo.com,4,2,2
IAnn2enc9,#微观民生#【村庄沟塘栽植莲藕】近日，姜堰区白米镇甸河村组织村民在村庄沟塘内栽植莲藕。今年，该村计划所有小沟塘水中分散式育藕，该举措不仅可净化水质，到夏天还能呈现“接天莲叶无穷碧，映日荷花别样红”美景。  原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gd605tjqpjj20b408ctcr.jpg,无,无,2020-03-26 12:01,微博 weibo.com,2,0,0
IAnevBGVW,#文化泰州#【市图书馆举办清明节特别征文活动】清明节将至，泰州市图书馆举办2020年清明节特别征文活动，号召广大读者与市民用文字悼念革命先烈与故人，以家国情怀寄托哀思。征文要求：来稿须为原创作品，题目自拟，文体不限，文责自负。可配个人所藏老照片、原创摄影或书画作品，字数限1500字以内。本次征文只接收电子稿。征文时间：活动发布之日起至4月20日。投稿邮箱：35304491@qq.com。 ,,无,无,无,2020-03-26 11:40,微博 weibo.com,23,5,4
IAmSbx2Hx,#微观民生#【泰兴一民警向黄石捐赠2000只口罩】泰兴市公安局大生派出所民警徐永进从军18年，和第二故乡黄石结下了深厚的情谊。疫情期间，他想方设法购买2000只口罩邮寄至湖北省黄石军粮供应站，令该站工作人员感动不已。日前，泰兴市公安局收到了黄石军粮供应站寄来的感谢信。  ,,无,无,无,2020-03-26 10:45,微博 weibo.com,3,1,0
IAmz7f5e2,#微观民生#【泰职院直播“云赏樱”】 樱花绽放春意浓。近日，泰州职业技术学院开通“云赏樱”展示校园樱花美景。精彩纷呈的直播活动，开启了赏樱新模式，当天吸引4000 多粉丝隔屏观看。  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/be780da6gy1gd60541ep9j20el099dqw.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gd605412huj20et07hwmq.jpg",无,无,2020-03-26 09:58,微博 weibo.com,3,0,1
IAm8pCjYw,3月25日0-24时，江苏省新增境外输入新冠肺炎确诊病例2例，其中，常州市报告1例（英国输入），连云港市报告1例（美国输入）。截至25日24时，累计报告境外输入确诊病例9例。3月25日江苏无新增本地新冠肺炎确诊病例， 新增境外输入确诊病例2例  ,,无,无,无,2020-03-26 08:52,nova6 5G自拍大不一样,4,0,27
IAm3s2vmD,#微观民生#【第三批20条公交线路恢复运营】为有序做好疫情期间城市公交运营保障工作，积极应对我市企业逐步复工复产和市民的基本出行需求， 实施第三批20条公交线路恢复计划，恢复公交线路：游2路、27路、28路、113路、115 路、19路、21路、23路、26路、118路、603路、6路、K6 路、128路、53路、58路、5路、37路、605路、501路。运营时间：首班发车时间为6:30，末班发车时间为 18:20。间隔时间 30-60分钟，详细情况可咨询 86397288。乘车实名登记制和安全防疫措施保持不变。 ,,无,无,无,2020-03-26 08:40,微博 weibo.com,1,0,3
IAlHFzwXj,#今日天气# 早安，泰州！今天阴有阵雨或雷雨，雨量中到大，局部暴雨。东南风3到4级，夜里转偏北风5级，阵风6到7级。今天最高气温：22℃，明晨最低气温：9℃。  原图 ,,http://wx3.sinaimg.cn/large/be780da6ly1gd6zq3853bj207z064a9y.jpg,无,无,2020-03-26 07:46,nova6 5G自拍大不一样,1,0,4
IAhwYj5kT,#悟在泰州# 一扇门，推不开时，或能拉开。晚安！  原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gd609laqksj208605ujs2.jpg,无,无,2020-03-25 21:09,微博 weibo.com,3,0,0
IAgUOABMn,这两天，学校老师们都在忙这些事儿……这两天，学校老师们都在忙这些事儿……  ,,无,无,无,2020-03-25 19:35,微博 weibo.com,3,1,3
IAgCggA4Y,【新时代 新作为 新篇章】“断不了热线”陪伴归来人http://t.cn/A6Z70S8C  ,,无,无,无,2020-03-25 18:49,nova6 5G自拍大不一样,1,0,0
IAgyTAjb7,#微观民生# 泰州京泰站、泰州西站、高港北站将从3月26日恢复营业。重要通告！明天起恢复……  ,,无,无,无,2020-03-25 18:41,微博 weibo.com,1,0,1
IAgsgkKti,江苏省委一号文件提出的这项制度，各地落实得怎么样？江苏省委一号文件提出的这项制度，各地落实得怎么样？  ,,无,无,无,2020-03-25 18:24,nova6 5G自拍大不一样,0,0,0
IAgeciFEk,#微观民生#【靖江启动退捕渔船拆解沉礁工作】“1、2、3……凿！”在长江双涧沙水域，靖江市渔业六分公司渔民李根林拿起自制的凿漏工具，在019号水泥渔船的舷侧和船舱内，分别凿开3个碗口大小的洞。随即，江水涌入船舱，渔船慢慢沉入江底，成为一片人工鱼礁。2019年10月起，靖江市全面启动长江退捕工作，共登记征收内陆捕捞渔船及附属船舶1000艘左右。近日，该市农业农村局将已征收的退渔船舶进行分类处置，其中钢质渔船和玻璃钢渔船全部拆解，水泥渔船沉入江底。 ,,无,无,无,2020-03-25 17:50,微博 weibo.com,0,0,0
IAg6ub2HR,泰州要建一个大公园！有3个泰山公园大，就在……泰州要建一个大公园！有3个泰山公园大，就在……  ,,无,无,无,2020-03-25 17:31,微博 weibo.com,3,0,2
IAfG6nmvW,#游遍泰州#【口岸雕花楼景区】口岸雕花楼景区以千年柴墟古街区为载体，集“一桥、两街、三庙、四宅”等景点，楼景珍奇别致、水景秀丽灵动、桥景美轮美奂，再现了明代储巏《柴墟闲行》诗中“临流聊寄傲，信步到花村”的怡然景象。  [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/be780da6gy1gd602ae745j20b407e41e.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gd602afgbuj20b408cgo3.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gd602af4hhj20b407edj0.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gd602abdz7j20b408cjtf.jpg",无,无,2020-03-25 16:26,微博 weibo.com,3,1,0
IAeJflnUM,#微观民生#【亚太泵阀“救命设备”替代进口】功率4000千瓦，扬程距离850米，每小时300立方米大流量。近日，一种可替代进口的煤矿透水抢险“救命设备”——大功率高扬程矿山排水抢险泵，经江苏亚太泵阀有限公司和江苏大学联合攻关，完成前期中试，进入小批量生产阶段。  原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gd600sbfc8j207l0gojvp.jpg,无,无,2020-03-25 14:01,微博 weibo.com,2,0,0
IAe32aMQe,#微观民生#【市人大常委会票决通过今年市级政府重大投资项目】昨天下午，市五届人大常委会第二十五次会议票决通过了今年市级政府重大投资项目。5个项目总投资31.5亿元，今年计划投资7.85亿元。 这5个项目分别是：东风北路快速化改造项目、2020年海陵区道路“白改黑”提升改造项目、海姜大道“白改黑”提升改造项目、泰州市水上运动中心项目、泰州实验学校北校区改扩建项目。 ,,无,无,无,2020-03-25 12:17,微博 weibo.com,1,0,0
IAdJ95glA,#权威发布# 全市金融改革工作领导小组全体成员会议24日召开，市长朱立凡出席会议并讲话。他强调，金融改革工作已经到了攻坚突破的关键阶段，必须主动担当作为，大胆创新实践，努力推动金融改革取得更多突破、呈现更多亮点，为泰州高质量发展贡献更多金融力量。  ,,无,无,无,2020-03-25 11:28,微博 weibo.com,0,0,0
IAdql3crf,#权威发布# 24日上午，全市打好防范化解重大金融风险攻坚战指挥部会议召开，市长朱立凡出席会议并讲话。他强调，要进一步明确重点目标任务，压紧压实工作责任，有效防范化解各类金融风险。  ,,无,无,无,2020-03-25 10:41,360安全浏览器,0,0,0
IAd8C6tfD,#微观民生#【IT软件大联盟集装箱体园区】IT软件大联盟集装箱体园区位于海陵区扬州路南侧、吴州路西侧，由城西资产经营公司出资建设，占地面积5000平方米，其中，箱体面积760平方米，由32个集装箱组成，共有三层。目前，项目主体结构已经基本完成，下一步将进行路面铺设和绿化种植，预计今年6月投入运营。该项目由泰州腾翔信息技术有限公司发起、运营，建成后将陆续引入高新科技创新类公司、本土游戏平面设计公司、互联网公司，成立大学生创业孵化中心、创业培训基地等。此外，便利店、小食店、共享会议空间等配套服务设施也将陆续跟进，全力打造集工作、休闲、娱乐一体的创新示范园区，为城西汇集更多的高新技术人才。 [组图共5张] 原图 ,,"http://ww4.sinaimg.cn/large/be780da6gy1gd4ts34ot6j20hs09zq3z.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gd4ts3aff7j20hs0buabw.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gd4ts35gtej20hs0buwg6.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gd4ts38bhlj20hs0bujt0.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gd4ts37bdbj20hs0a33z8.jpg",无,无,2020-03-25 09:58,微博 weibo.com,2,0,0
IAcFYdPLV,3月24日0-24时，江苏省新增境外输入新冠肺炎确诊病例2例，其中，南通市报告1例（英国输入），盐城市报告1例（英国输入）。截至24日24时，累计报告境外输入确诊病例7例。3月24日江苏无新增本地新冠肺炎确诊病例， 新增境外输入确诊病例2例  ,,无,无,无,2020-03-25 08:47,OPPO R9,1,0,0
